Name;Artwork type;Artist name;Latitude;Longitude
Clairière;installation;;47.8851053;-2.7339684
1000 pots bétonnés peints pour une serre ancienne;sculpture;;47.8847635;-2.7340033
Bleu Méditerranée;sculpture;Pierre Tual;47.8845081;-2.7344914
;installation;;47.884598;-2.7348696
Le naufrage de Malévitch;installation;;47.8790077;-2.7424134
Parcours flottant n°2;installation;Marta Pan;47.8842545;-2.7381687
Sept colonnes à Stéphane Mallarmé;installation;Etienne Hajdu;47.8812576;-2.7353524
Statue Léopold Ollier;statue;;44.405318;4.1296715
;sculpture;;48.825825;2.3651567
;statue;;43.6079137;3.8915163
;statue;;43.6079279;3.8915724
;statue;;43.6079542;3.8915234
;statue;H. Favier;43.6103238;4.0110812
;statue;;43.603212;3.899051
Paysage inoxyde;sculpture;;44.4022729;0.8050482
;sculpture;;49.3776338;1.002733
Pomme dans la main;sculpture;Ben K;43.6537719;4.1130377
Cox;graffiti;Oups;43.6023434;3.9017058
Cox;graffiti;Oups;43.6118568;3.9298287
La grande statue de la Vierge à l'Enfant;statue;Tranquillo Galbusieri;43.6858484;7.3466321
;sculpture;;44.8497475;0.4829873
;painting;;47.9014586;1.900887
Le Chat;graffiti;C215;43.4885315;-1.4778744
L'Enfant et la biche;sculpture;Ary Bitter;47.2135005;-1.5622246
Centrale 7;sculpture;;47.7034048;-0.9309835
;sculpture;;42.8698223;2.1831854
;sculpture;;43.6372574;1.3906702
Ovo Immondis;;;45.3218874;0.5871321
;statue;;43.4670431;-1.4160307
Lapin Violet;statue;;48.8709844;2.2264931
Coq Rouge;sculpture;;48.8708676;2.2268162
Chien Bleu;sculpture;;48.8707483;2.2271524
;sculpture;Pierre Mestre;45.5485932;3.2023194
Alphonse Baudin;statue;Henri Collomb;46.1520397;5.6074187
Ferme Andrevias;;;45.2991175;0.8708825
;sculpture;;46.1541838;6.1939622
;sculpture;;46.9053944;0.170848
Wynton Marsalis;statue;;43.5254649;0.1626148
Cheminée;architecture;;43.5254483;0.1622778
La Rencontre;statue;Raymond Martin;48.7943925;2.3349341
;statue;;48.7932269;2.3260046
l'hélice marine;sculpture;;50.7233769;1.6017118
;sculpture;;50.7312878;1.5949574
La légende de Saint-Hubert;statue;;48.7518846;7.2843553
;statue;;43.5057429;3.3703442
;mural;Franck Maurence;42.8113787;3.0379984
T;sculpture;Guy Ferrer;43.6006081;3.9026899
O;sculpture;Guy Ferrer;43.600554;3.9027132
L;sculpture;Guy Ferrer;43.6005058;3.9027331
E;sculpture;Guy Ferrer;43.6004543;3.9027564
R;sculpture;Guy Ferrer;43.6004044;3.9027821
A;sculpture;Guy Ferrer;43.6003537;3.9028043
N;sculpture;Guy Ferrer;43.6003038;3.9028253
C;sculpture;Guy Ferrer;43.6002488;3.9028486
E;sculpture;Guy Ferrer;43.6001998;3.9028685
« La Fidélité »;statue;Antoine Bontoux;43.2520001;5.387004
« La Force »;statue;Antoine Bontoux;43.2520607;5.3869288
;sculpture;;44.1092761;5.1765682
Adamantios Koraïs;statue;Georges Psimyannis;43.607591;3.8872392
;sculpture;;44.0962771;5.1412368
;sculpture;;44.1033423;5.1434657
Georges Frêche;statue;;43.604556;3.9126625
Cadran solaire;;;45.2708626;5.6738795
Réplique de la statue de la liberté;;Frédéric Auguste Bartholdi;45.5195575;-1.1210202
Le Cévenol;statue;Affrouz Cherine;44.2184303;3.8094483
;sculpture;;43.8990172;1.9991563
;statue;;43.9018244;1.9893676
Françoise de Cézelly;statue;Georges Guiraud;42.9081649;3.0257736
Clarté;;Lazzaro Baldi;48.8083304;2.1099448
L'escargot géant blanc;installation;;48.0072378;0.1943826
;sundial;;44.3552732;5.6559771
;graffiti;;47.1826826;-1.5248687
;graffiti;;47.1826727;-1.5248621
;sculpture;;43.5948111;4.9929822
Ambroise Paré;sculpture;Laurent Vignais;48.0645156;-0.7835299
Les baigneurs;sculpture;Laurent Vignais;48.0689088;-0.7656574
;sculpture;;48.0816923;-0.755933
;sculpture;André Sablé;48.0613585;-0.7917264
La nymphe rustique;statue;;48.0718224;-0.7611498
;mural;;43.5265988;0.0335058
;sculpture;;43.4683343;0.0346909
;statue;;47.8585862;4.5727526
;sculpture;;49.5702539;3.6241568
;statue;;48.8989539;0.6972684
;mural;collective;44.3683159;2.588191
Le Zozo;sculpture;François Mezzapelle;45.8995019;6.1248232
Statue;;;47.744008;-1.2047114
Der Flamingo;sculpture;;48.2041137;7.6602326
Die Gans;sculpture;;48.2039543;7.6608365
Der Fußball;sculpture;;48.2093076;7.6575401
Les grands soutiens du monde - Justice. Patriotisme. Travail;statue;Auguste Bartholdi;48.0765786;7.3575844
Statue allégorique - Arts et Sciences;statue;François Truphème;43.5264839;5.4461222
Idalia;statue;David Perret;47.7814472;7.3469251
Bucéphale;statue;Andréas Nehring;47.7791594;7.3473276
Le Groupe de Musiciens;sculpture;Daniel Diminski;47.7776365;7.3535245
L’Articulé;sculpture;Françoise Matt-Halm;47.7779561;7.3531353
L’Enfant à la flûte traversière;sculpture;Rénaldo Bigi;47.769847;7.3598592
Le Petit Prince;sculpture;Claude Bonnot;47.7691585;7.3612669
Le Musée de la nature;installation;Bernard Latuner;47.7816819;7.347258
La Mère et l’enfant;statue;Orlando Longhi;47.7801656;7.347708
Les Aigues-Marines;fountain;Vincente Blanchard;47.779445;7.3471489
Signal;sculpture;Patrick Roy;45.3677441;1.9545943
La vierge du collège royal;statue;;46.1720389;4.8016786
Vierge du Ranc-Courbier;statue;;44.5798198;4.2920963
;mural;;45.3417519;5.8151866
Les Arènes;architecture;;43.6075869;0.0492748
;sculpture;Gérard Ferruel;47.8620351;-2.5261447
;mural;Suiko;45.1855946;5.7220474
Cadran solaire;painting;G.F. Zarbula;44.890556;6.6252098
;mural;;42.8731616;-0.0030395
;mural;Ekis & Boye;45.1845906;5.7138977
;graffiti;;48.8723414;2.3639623
;mural;;43.1384982;-0.0279766
;installation;;43.0830028;-0.044649
;installation;;42.8734368;-0.0027942
Le Sens des Couleurs;mural;;44.9238699;5.7796313
;mural;;45.1891648;5.7003764
La parenthèse inattendue;;;48.1247032;2.6734718
Général De Gaulle;sculpture;;50.9815381;2.5856602
Lunar Trash;;Olivier Thomas;45.4935235;2.9017559
;sculpture;;47.2214913;-1.555541
La femme au coquillage;statue;Émile Fernand-Dubois;48.8174212;2.3166963
;sculpture;;44.8240142;-0.6499829
;mural;;45.9025713;6.1280495
;sculpture;;49.8631184;4.7873939
La Courageuse;sculpture;Speranza;45.4594619;1.6364916
Source Intérieure;sculpture;Viorel Enache;45.4577915;1.6309709
Harmonie;sculpture;Jean-Benoît Hannecart;45.458363;1.6359857
Vice et Versa;sculpture;Christophe JOANNES;45.4604157;1.6354678
Envolée Champètre;sculpture;Pascal Noël;45.4894037;1.6379109
Espoir de Paix;sculpture;Julien Baron;45.4578045;1.6567291
Héros;sculpture;David Corraux;45.4440575;1.6364565
;statue;;43.950243;4.8059017
Invitation au Voyage;sculpture;Raphaëlle Duval;45.4878222;1.6893238
;statue;;43.9477452;4.808778
Le Dinosaure;sculpture;;49.3235048;-0.00539
Général Meusnier;statue;H. Varenne;47.3849822;0.6846962
;statue;;43.9482879;4.8081665
;statue;;43.1338286;0.9738238
;statue;;43.9493171;4.8093132
;statue;;43.9502217;4.8038019
Maxistuhl;sculpture;;47.5912015;7.593761
;sculpture;;47.5916003;7.5880441
;statue;;48.8132315;2.136031
Buste du Conventionnel Cassanyes;statue;Manolo Valiente;42.7055421;3.0087426
La Catalane à la fontaine;statue;François Vanczak;42.705599;3.008491
La symphonie des trois violons;sculpture;Casimir Ferrer;42.7055346;3.0083544
La Paix;statue;Marta Solsona;42.7057073;3.0082273
;statue;;43.9490274;4.8040631
vierge à l'enfant;statue;;43.9476309;4.8018007
Peinture Murale;mural;Corneille;48.7905349;2.3845737
;mural;Julien Seth Malland;43.4014325;3.6927833
;mural;Kashink;43.4020738;3.691214
;mural;Codex Urbanus;43.4008992;3.6931336
;mural;Mademoiselle Maurice;43.400864;3.6927328
;mural;Kazy. Pedro;43.401603;3.693653
;mural;Dna Crew;43.401602;3.6937076
;mural;Stew;43.402114;3.6959211
;mural;Philippe Baudelocque;43.4013256;3.6958058
;mural;Levalet;43.4012961;3.6963469
;mural;M. Chat;43.4011102;3.6958296
;mural;Erell;43.4010516;3.6963322
J'ai caché sous cette épaisse fumée mon cœur révolté;mural;Sunra;43.4009208;3.6950145
;mural;Bault;43.4008716;3.6945316
;mural;Goddog;43.400187;3.6947065
;mural;C215;43.3988889;3.6943498
Sunset;mural;Madame;43.3984272;3.6948521
;statue;;43.9302804;4.9946861
Gustav Kahn;statue;;49.1233848;6.1801506
Les ailes;statue;Éric le Maire;48.9010191;2.0998295
;sculpture;;43.574675;1.3198655
;statue;;43.5720166;1.3229427
;sculpture;;47.7043106;-0.9308125
Le M.U.R. Dijon;mural;;47.3240469;5.0447061
;mural;;47.3230596;5.0394175
Porte du Millénaire;;;43.2940918;5.5693281
;mural;;49.2700984;4.0158983
;statue;;44.3878637;6.657856
;mural;SCAF x Abys x Valer;44.7947868;-0.6169197
;mural;Mauy;44.7947383;-0.6168929
;mural;Filippo Mozone X Jean Rooble;44.7941653;-0.6149282
;mural;Tom Wild Sketch;44.7942776;-0.6184231
;mural;La Coulure / Monsieur Poulet;44.7941074;-0.619173
;mural;;44.7941672;-0.619209
;mural;3GC / DYOX;44.7943793;-0.6184794
Campanile;;;47.70456;6.61999
;statue;;43.1228281;0.9890565
Léon Fournet;bust;;45.9824208;4.7567028
Points de vue;sculpture;Pierre Bismuth;48.6938674;6.1862325
Morse attacks. opération Neptune. suite et fin;sculpture;Gilbert Coqalane;48.695173;6.1890919
;mural;Kogaone;48.6833245;6.1966926
Stan;mural;Jef Aerosol;48.6953483;6.1897342
Le Mur;painting;;48.688504;6.1815722
Le Bouquet;sculpture;Daniel Buren;48.6851087;6.1867893
Couple sculpture;sculpture;;43.7264239;7.4174839
Woman smoking a cigarette;sculpture;Fernando Botero 1987;43.7269449;7.4186784
;sculpture;;43.7277636;7.4214414
Statue Saint-Nicolas;statue;;43.7279405;7.4185441
Âne en bronze;statue;;43.7276707;7.417413
;sculpture;;44.8755589;-0.5197605
Plaque aux marins morts pour la France;;;43.7240153;7.4156891
;sculpture;;43.728347;7.4148935
Promethee sculpture;sculpture;;43.728406;7.417289
NOEUD 1987;sculpture;Kim Hamisky;43.7287949;7.417052
Le lion et la Sirène;sculpture;;43.7338715;7.420537
Cavalleria Eroica;sculpture;;43.7276115;7.4185309
Frère et Sœur;sculpture;;43.7273188;7.4176665
Moulin à huile de Monaco;stone;;43.727524;7.4181109
;statue;;43.7252919;7.4184943
Grande carpe;sculpture;;43.7298117;7.417373
Solitary;sculpture;Sandro Chia. 1988;43.7298553;7.4179148
Élégante aux Bains;sculpture;;43.7295919;7.410331
;statue;;43.7354088;7.4222109
Porte;;;43.7326428;7.4272302
Cadran solaire de Fontvieille;;;43.7310364;7.4173324
Statue de l'ours;;;43.7313023;7.4175667
Borne entrée Sud de Monaco;;;43.7279965;7.4121834
Prince Louis de Polignac;statue;;43.7385882;7.426154
Rose de vents;;;43.745126;7.432184
Le postier en bronze;sculpture;;46.5820077;1.9861097
Fusion;;Udo Zembok;50.1660809;4.0314541
;statue;;45.3026102;5.484414
Le porteur de vendange;sculpture;;46.5652522;1.9582204
;;Juan Carlos Carillo;48.9764355;4.3370941
;statue;;43.9491016;4.8043231
;statue;;43.9481684;4.8092786
;statue;;43.9492665;4.8078542
;statue;;43.9494786;4.8076904
;statue;;43.946913;4.8066072
When Joris Ivens meets Hraesvelgr;installation;Bryan Mc Cormack;48.8328308;2.220209
Le Défi du soleil;statue;Gérard Garouste;48.8360876;2.216032
Géométrie Spatiale;sculpture;Mihai Borodi;46.5834504;1.9886615
La sculpture aux milles et une face avec un chat;sculpture;Cazo;46.5852714;1.9849101
La femme au violon;sculpture;;46.585531;1.990182
Les moutons en bronze;sculpture;;46.5857575;1.9904244
La femme sirène;sculpture;;46.5857104;1.9906052
La femme espionne;sculpture;;46.5835005;1.9903186
La vague;sculpture;Eric Buisson;46.5817761;1.989952
;statue;;47.4698181;-0.5444425
;statue;;47.470199;-0.5462245
;statue;;47.4705578;-0.5459555
Jeanne d’Arc;statue;;47.4667366;-0.5353841
Mardi 10 mars 2015 sur l'autoroute A9;;;43.5884868;5.1904955
Les deux femme fusionante;sculpture;;46.5855304;1.989002
;sculpture;Guy Pendanx;43.6976267;-1.021695
Vierge;statue;;47.7363351;6.8218812
Serpent qui se mord la queue;sculpture;;46.5696476;1.9845726
La femme dansante avec sa robe;sculpture;;46.5703947;1.9855036
Médaillon Jeanne d'Arc;mural;;48.9596001;7.3348491
Le jeune homme à la flûte;statue;Guillaume Werle;48.8116796;2.3172429
Cavalier;;;43.7261338;7.4193825
;statue;;46.0675657;-0.4162975
;statue;;46.0675112;-0.4158178
;installation;;46.0674667;-0.4163179
;statue;;46.0676289;-0.4162818
;installation;;46.0680461;-0.415364
;statue;;44.9295501;4.885642
;statue;;43.945359;4.8074502
Grand Duc;mural;Etien';45.1861043;5.7094154
;mosaic;Invader;48.8827399;2.3369125
Sadi Carnot;statue;;45.7607742;4.8414081
;mural;;48.8922684;2.2391249
;painting;;44.8312826;2.6877296
;painting;;44.8313225;2.6873474
;painting;;44.8313244;2.6873058
;painting;;44.8313765;2.6871476
;statue;;48.5422003;2.5264447
Statue des 3 filles;sculpture;;43.7262098;7.4108245
;sculpture;;47.6872791;6.8383253
;sculpture;Stephan Balkenhol;48.9660014;7.3529875
Johannes Nepomuk;statue;;48.9694634;7.3480901
;statue;;45.7709772;3.0769403
Serge Gainsbourg;mosaic;Invader;45.788907;3.0987238
;mosaic;;48.882118;2.3377914
;sculpture;;44.4700423;2.7207245
;sculpture;;45.7349154;4.8727564
Amiral de Verninac Saint-Maur;bust;;44.8947261;1.4789811
;statue;;47.4700539;-0.5476416
;bust;;47.4645152;-0.5484566
;sculpture;;47.9320945;-0.8967405
;sculpture;;47.9322203;-0.8961853
;bust;;47.4718821;-0.548183
;sculpture;;47.4926131;-0.5911763
Crabe A 294;statue;Jérôme Durand;48.1083756;-1.4045633
Le C;sculpture;David Vanorbeek;48.109281;-1.4050753
No 611;sculpture;François Weil;48.1091676;-1.4002075
Les Dragons de la Terre;sculpture;Roger Rigorth;48.108396;-1.4000354
Le Jardin dans le Nain;sculpture;"Stéphanie Leray Corbin;Christine Heegaard";48.1076526;-1.3993602
Supercordes;sculpture;Benoit Lemercier;48.1083851;-1.3994782
;sculpture;;43.5151422;6.2427852
;sculpture;;47.4020054;-0.2704777
Le Faune flûteur;statue;;48.1152342;-1.6698553
Faune au chevreau;statue;;48.1152318;-1.6700308
L'Enfant à l'Oie;statue;;48.1146246;-1.6676273
Femme en pied;statue;;48.115192;-1.667967
Le Volcan;sculpture;;46.5986287;4.0559376
Petrified Tree;;;46.5991208;4.0574188
Les Sièges D Inox;sculpture;;46.5986166;4.0578382
sculpture inox fusée;sculpture;;46.5993425;4.0571571
Barque;;;48.8421542;7.5389447
Le violon distordu;sculpture;;46.5785045;1.9823493
La harpe Islandaise;sculpture;;46.57858;1.9818899
Le joueur d'orgue;statue;;46.578529;1.9819153
Le saxophoniste;sculpture;;46.5784626;1.9818391
Le violoniste;statue;;46.5784298;1.9817863
La femme qui tombe;statue;;46.5784179;1.9816186
Le statue distordu;statue;;46.5783778;1.981712
L'ange;statue;;46.5784298;1.9813887
Pierre commémorative du jumelage avec le Vieux Thaan;stone;;46.5783931;1.9813603
;statue;;43.9466916;4.8075402
;statue;;43.9467777;4.806659
Les Maquisards;sculpture;Noël Bonardi;42.2092652;8.5827175
La porte du soleil;sculpture;;46.5992112;4.055752
pendule en métal;sculpture;;46.598484;4.0576143
transpercer;sculpture;;46.5986043;4.0565262
Château d'aux;sculpture;;46.5989255;4.0565728
Le Gruyère;sculpture;;46.5980421;4.0561691
;statue;;45.7351021;4.8729497
Arts Dept;;;50.1834932;3.504161
Les Portes du Midi;architecture;;44.9011374;1.477011
LA VIERGE MARIE DE LA PAIX;statue;SEBASTIEN AUGUSTE BAUSSAN 1829_1907;43.7318539;3.32275
;sculpture;;48.1159539;-1.6726025
Cadran solaire;;;43.6113522;3.869542
;statue;;43.8349086;4.3623599
Taureau;statue;;43.8346811;4.3613518
Rond-point de la chimie;sculpture;;47.0485553;5.4139014
Cloche de l'ancienne école de filles de Damparis;installation;;47.0748413;5.4106291
L'Homme-Girafe;sculpture;Stépahn Balkenhol;48.5935932;7.7662704
;statue;;48.9452034;0.482784
;mural;Jo Di Bona;44.5549355;2.2617068
Monument 45e parallèle;sculpture;;44.9972999;-0.4530504
Le champignon distordu;sculpture;;46.5849215;1.9807745
L'homme aux deux faces;sculpture;;46.5827974;1.9865651
"""Il fait le mur !""";sculpture;;46.5818803;1.9861197
Périlleuse naissance;sculpture;Beôit Judalet;46.5805616;1.9906837
Repos de l'ange;sculpture;Sylvie Klein;46.5821043;1.9907348
Pont des Cabignats;bridge;;46.5835008;1.9909002
L'apolon s'ennuie;sculpture;;46.5826058;1.9885286
Muse d'Août;sculpture;François Sontaus;46.5833272;1.9918164
La balerine géométrique;sculpture;;46.5845191;1.9984578
;sculpture;Yoshin Ogata;44.0887587;6.2249208
Homme;statue;;43.7214618;-1.0518913
Cheval d’acier;;;47.6846178;-2.4482162
Sans titre;mural;Taroe;43.4922922;-1.4775775
Dinosaure;statue;;43.8485852;6.1681731
cnit;sculpture;;48.8918669;2.2394682
;graffiti;;50.6252679;3.0701062
;graffiti;;50.6249775;3.0704986
;sculpture;;45.1928598;6.6563039
;mural;;45.193516;6.6573488
;mural;;45.1938353;6.6586916
;statue;;42.6958872;2.8902867
;sculpture;;48.8884681;2.2423625
;sculpture;;48.8888528;2.2426395
;sculpture;;48.7742742;1.9461572
;sculpture;;48.7732777;1.9494731
;sculpture;;48.7939186;1.9851404
;sculpture;;48.7743489;2.06422
Planète École;sculpture;Lara Yann-Loü;46.3047545;6.3020641
Pierre Sculptée;;;44.6018389;2.4025078
;sculpture;José-Maria Herrera;43.4465482;-1.5538332
Le Toubac;;;50.7134182;3.2467381
Sans titre;mural;Koralie;43.4929427;-1.4624661
Générations;sculpture;;43.7252974;-1.0513871
Nu au bain;sculpture;Jean-Paul Lesbre;45.7724725;3.0883874
Monument aux morts;statue;;49.8863724;4.3924109
Emmaüs;mural;;45.8923777;4.4402733
Abbé Pierre;mural;7e sens;45.8946468;4.4354444
Statue de la Vierge;statue;;43.7423698;3.7039053
Enfant;statue;;43.7237211;-1.0519718
Les Outils du Tailleur de Pierre;sculpture;;47.2252079;0.0288968
Aimé Césaire;bust;;48.9763832;2.3773938
La Glacière;;;46.3730245;6.4768055
Pressoir;;;46.7103829;5.6454188
Les Drôlipathes;;;46.7103992;5.6463226
Trompe l'oeil 9 écluses;mural;;43.3389486;3.2115707
Madone;;;45.822267;4.451644
La Chaise;;;43.643452;-0.6182365
Danse celte;sculpture;;47.9812111;-3.0427945
;sculpture;Virginija Venckunienes;45.6087778;4.7802007
François Marie Arouet dit Voltaire;statue;;46.3696519;6.3277093
Le mammouth du Guidou;sculpture;"Jacqueline Méthiaz; Alain Guichardot";46.3323599;6.3808572
Statue de Saint-John Perse;statue;;46.8119657;1.694014
Trompe l'oeil de La Rue Jean-Jacques Rousseau;painting;;46.810113;1.6880189
Portrait Gravé Raoul;sculpture;;46.8125928;1.6850429
Veille porte de la prison du 15ème siècle;architecture;;46.812704;1.6887496
Sainte-Vierge de Kentelackerweg;statue;;47.9237714;7.1763844
;sculpture;Jacques Missé;43.5755847;7.0219721
;sculpture;;48.6839671;2.2366054
;sculpture;Broissand;45.9017388;6.1212927
;sculpture;;47.5957562;-3.1142408
;sculpture;;47.5956696;-3.1140192
;sculpture;;47.5959843;-3.1139897
Surf;sculpture;;47.5959346;-3.1138207
;bust;;47.5960287;-3.113704
Kalos-Sthénos;sculpture;Fanny Alllié;45.6936775;4.9340688
;statue;;47.590215;-3.1142566
Tour Eiffel;sculpture;;48.3499058;0.3674331
Borne des Quatre Seigneurs;sculpture;;45.6185648;2.7856786
;sculpture;;44.2727258;2.5233907
;statue;;48.3202739;-4.2991391
L'oiseau de la paix;sculpture;Georges Delahaie;48.2138454;-1.5053166
Zabou;;;48.8318402;2.3572111
Singing Shadow;streetart;Corte;48.580225;7.7436221
;installation;Claude Ponti;47.2196552;-1.5439766
;sculpture;;45.2563868;5.6658275
;statue;;45.2562323;5.665969
;sculpture;;49.3838318;3.3292544
;installation;;49.3746781;3.3290775
;statue;;48.3201512;-4.2987275
Sculpture;;;47.1995086;-0.9900975
Jean de Cheverus;;David D'Angers;48.3064424;-0.6225355
;statue;;47.4742609;-0.5447182
;statue;;47.4755389;-0.5452503
;bust;;47.4754601;-0.5447354
La matinée;statue;François Cacheux;47.4748713;-0.5450295
Yoko Garbi;;;43.3575528;-1.559976
L'Abri de Rouille;sculpture;;48.5763099;7.7147157
;sculpture;;48.2008381;2.9954136
;mural;Dominique Antony;43.6161107;3.1573189
;mural;;43.6149089;3.1584051
;sculpture;;48.5392681;7.5276196
Promesse de Bonheur;sculpture;Maria Papa Rostkowska;48.8620499;2.3182121
La Loi;statue;Jean-Jacques Feuchère;48.8605438;2.318322
Statue du Christ;statue;;45.0356537;4.6521578
;statue;;45.0776195;4.5671663
Le Suffrage Universel;statue;Raymond Gaispard;48.8616449;2.3186429
L'ordre public;statue;Raymond Gaispard;48.8616594;2.3184971
La France sous Louis XIV;sculpture;Laurent Marqueste;48.863021;2.3131464
La France à la Renaissance;sculpture;Jules Coutan;48.8630304;2.3138099
La France de Charlemagne;sculpture;Alfred Lenoir;48.8642985;2.3139396
La France moderne;sculpture;Gustave Michel;48.8643061;2.3132823
L’Enfant au poisson;statue;André Massoulle;48.8641423;2.3133151
Génie au trident;statue;André Massoulle;48.8631323;2.3137885
Néréide;statue;André Massoulle;48.8631174;2.3131638
L'Enfant au crabe;statue;Léopold Morice;48.8641302;2.3138596
Nymphes de la Neva avec les armes de la Russie;statue;Georges Récipon;48.8636807;2.313815
Nymphes de la Seine avec les armes de Paris;statue;Georges Récipon;48.8636697;2.3132703
Bernard Hinault;statue;;48.276613;-3.5710562
Louison Bobet;statue;;48.2766451;-3.5710549
Jean Robic;statue;;48.2766808;-3.5710562
Anatole Le Bras;sculpture;;48.2783271;-3.5780467
Lucien Petit-Breton;statue;;48.2767152;-3.5710689
;sculpture;;44.3495588;2.5735629
;sculpture;;43.6021968;1.4551612
;statue;;47.3196796;5.0530404
Jean-Baptiste De LaSalle;statue;;49.4620766;2.0686723
;sculpture;;44.2725387;2.5233689
;sculpture;;44.2721274;2.5253575
;sculpture;;43.4717774;6.7440498
;statue;;50.0437878;1.3307804
Maison de l'Agriculture;sculpture;;49.4586865;2.065882
;sculpture;;44.5255854;4.7452328
Co-naissance;mural_painting;Liken;43.3162823;-0.364122
;statue;;48.735421;7.0502233
;statue;;48.7362138;7.0507872
;statue;;43.683808;4.6300235
;statue;;43.6837249;4.6300249
La Vache de Brigneau;architecture;;47.7858946;-3.6721493
;mural;Bishop Parigo;44.5589906;2.25478
;sculpture;;47.2510943;-1.5521237
Enguerrand De Monstrelet;sculpture;;50.1726415;3.2386245
Les Sémaphores;sculpture;Sonja Brissoni;47.6835339;6.4934049
Le violoncelle;statue;Casimir Ferrer;43.8996665;1.8987203
;bust;;43.6088989;3.8759195
Buste du compositeur Benjamin Godard;sculpture;Jean-Baptiste Champeil;48.8649763;2.2751276
Le Grand Arbre;sculpture;Francis Beninca;45.7885239;3.1035468
Cléopatre Endormie;sculpture;Van Clève;48.8044989;2.1183933
;ornamental_vase;;48.8039924;2.1203848
;ornamental_vase;;48.8040206;2.1202721
;ornamental_vase;;48.8040507;2.1201595
;ornamental_vase;;48.8040816;2.1200455
;ornamental_vase;;48.8041129;2.1199255
;ornamental_vase;;48.8040825;2.1198329
Sacrifice à Bacchus;ornamental_vase;Claude Bertin;48.8028613;2.1199818
Numa Pompilius confiant la garde du feu sacré aux vestales;ornamental_vase;Claude Bertin;48.8030256;2.1200857
;ornamental_vase;;48.8031095;2.1201357
;ornamental_vase;;48.8031886;2.1201826
;ornamental_vase;;48.8032674;2.1202312
;ornamental_vase;;48.8033462;2.1202802
;ornamental_vase;;48.803429;2.1203308
;ornamental_vase;;48.8035066;2.1203788
;ornamental_vase;;48.8035885;2.1204287
;ornamental_vase;;48.8036669;2.1204773
;ornamental_vase;;48.803745;2.1205263
;sculpture;;48.8038279;2.1205803
Lignes;;Guest;47.2519389;-1.5531207
cool poster;;;48.8870337;2.334301
;mural;"Jean-Paul Prigent;IME des Cardabelles;Eleves CM1 de l'Ecole";44.3594615;2.556982
;Peinture abstraite;BOTAZZI;43.4051597;5.0515482
Monument aux Morts;sculpture;Paul Dardé;43.7663934;3.3402836
;sculpture;;43.336094;-0.4384943
Mirage;;;49.2833098;4.001597
;bust;;47.5276442;-2.768672
Saint-Michel terrassant le Dragon;sculpture;;47.1470388;6.3455787
;sculpture;;45.4744348;5.5618824
Éléphants attaqués par un tigre;sculpture;Georges Gardet;48.7656556;2.4039404
Statue de Femme;sculpture;;48.7777277;2.4666128
Fontaine Wallace;fontaine Wallace;Charles-Auguste Lebourg;43.2988911;5.3840498
Ève tentée par le serpent;statue;Gaston Guitton;48.6344896;-2.0491132
;sculpture;;44.9297282;4.9256301
;painting;;44.8312332;2.6883969
;painting;;44.8311694;2.6881112
;sculpture;;49.4091405;1.1214138
;sculpture;;44.8364972;2.6933295
;painting;;44.8362157;2.6934649
;painting;;44.8358439;2.693375
;painting;;44.8343745;2.6915967
;painting;;44.8339627;2.6911488
;painting;;44.8334948;2.6908174
;painting;;44.8334625;2.6908766
;painting;;44.8325827;2.6914881
;painting;;44.8322346;2.6911502
;painting;;44.8318666;2.6904219
;painting;;44.8314766;2.6898654
;painting;;44.8313658;2.6892391
;sculpture;;46.7950556;1.9851829
;sculpture;;46.7950098;1.9852086
;sculpture;;46.7950395;1.9850998
Saint-Germain et Sainte-Magnance;statue;;47.4388129;4.0882391
;sculpture;;44.39916;2.5966674
;installation;;48.7794796;-3.0454981
Moine Bénédictin;sculpture;;45.9009214;-0.9135212
Tapiezo;;;43.9024838;5.2933208
Totem;sculpture;;47.9556706;6.7513347
Naissance et croissance du végétal;sculpture;Christian Jacques;48.3796741;-0.0547851
Fécondité;sculpture;Giovanni Carosi;48.4505514;-0.1445425
Le Faucon apprivoisé;sculpture;Yann-Loü Lara;48.4021967;-0.0895624
;sculpture;Gilles Vitaloni;48.4169706;-0.1176896
Sculpture du Château de Vilejovet;sculpture;;46.7174204;1.8496891
C6R10T12;architecture;Jean-François Karst;43.3165345;-0.3641526
Sculpture;sculpture;Yves Loyer;50.6129791;3.1370977
Le Cri;sculpture;Étienne Martin;50.6100705;3.1411578
Urgence 69;sculpture;Pierre Brun;50.6049562;3.1321174
Mémorial «Croix de Vimy» du 15e Bataillon d'infanterie canadien;cross;;50.3270157;2.7636265
;sculpture;;44.5551604;-0.2451868
;sculpture;;44.5551867;-0.2453061
;sculpture;;48.8687783;2.782171
;sculpture;;48.8688705;2.7822733
Hommage aux travailleurs de l'usine Mure;sculpture;;45.7333106;4.8339839
Aphrodite;sculpture;;49.1959752;2.4813324
À Paul Saïn;;Christian Malézieux;48.3792243;-0.052834
;statue;;48.4360566;2.4619889
;statue;;49.5053843;2.4348764
;sculpture;;45.7777178;4.822855
La Science;statue;Jules Blanchard (1832-1916);48.8566508;2.3518681
L'Art;statue;Laurent-Honoré Marqueste (1848-1920);48.8565387;2.3518054
Jean Dasté;sculpture;Roger-Louis Chavanon;45.4353756;4.3804932
;statue;;47.7659735;-0.3225497
;statue;;47.7658915;-0.3231318
;statue;;47.7666861;-0.324439
